id,first_name,last_name,email,phone_number,hire_date,job_title,department,salary,manager_id,address,skills
885,Andre,Baker,vlynch@example.net,(872)699-6851x3970,2018-08-03,Security Specialist,IT,97648,18.0,"{'street': '31673 Angela Trail Suite 227', 'city': 'West Alexanderberg', 'state': 'PA', 'zip': '67935', 'country': 'USA'}","['Java', 'AWS']"
886,Lisa,Raymond,baileylori@example.com,884.874.4883x54495,2018-11-03,SEO Specialist,Marketing,81288,48.0,"{'street': '1985 Ingram Tunnel Apt. 412', 'city': 'Juanburgh', 'state': 'ND', 'zip': '57150', 'country': 'USA'}","['Kubernetes', 'R', 'Hadoop', 'Docker', 'Azure']"
887,Glenn,Jones,mfloyd@example.org,(496)320-4482x036,2018-02-21,HR Director,HR,90249,33.0,"{'street': '284 Jennifer Villages', 'city': 'Richardmouth', 'state': 'NE', 'zip': '38561', 'country': 'USA'}","['Python', 'R', 'Tableau', 'PowerBI']"
888,Melissa,Benton,alevine@example.net,(420)319-0671x18621,2016-07-09,Engineering Manager,Engineering,115994,37.0,"{'street': '740 Pamela River', 'city': 'Kayleeland', 'state': 'ID', 'zip': '11266', 'country': 'USA'}","['SQL', 'Azure', 'R', 'Scala']"
889,Samantha,Jenkins,monteswilliam@example.com,751-764-2882x3664,2020-04-03,Brand Strategist,Marketing,92955,23.0,"{'street': '877 Elizabeth Land', 'city': 'East Phillipmouth', 'state': 'HI', 'zip': '35570', 'country': 'USA'}","['GCP', 'Docker']"
890,Christopher,Becker,erinanderson@example.net,001-870-415-3095,2019-05-25,Finance Manager,Finance,106411,22.0,"{'street': '5094 Vaughn Trail Suite 969', 'city': 'West Mark', 'state': 'NC', 'zip': '65171', 'country': 'USA'}","['Azure', 'Spark', 'Python', 'Tableau', 'Java']"
891,Patrick,Smith,marc12@example.net,001-400-253-7591x2964,2018-05-01,Auditor,Finance,96253,18.0,"{'street': '9142 Michael Cape', 'city': 'West Michaelton', 'state': 'ND', 'zip': '58704', 'country': 'USA'}","['Python', 'Excel', 'PowerBI']"
892,Jerome,Hurley,khicks@example.com,957.520.7313x5248,2022-07-16,DevOps Engineer,Engineering,102355,26.0,"{'street': '03821 Reyes Loop Suite 224', 'city': 'New Michaelchester', 'state': 'NH', 'zip': '51422', 'country': 'USA'}","['GCP', 'Kubernetes', 'PowerBI']"
893,Keith,Norman,tonya58@example.net,+1-826-820-2712x9336,2017-04-28,Engineering Manager,Engineering,100773,7.0,"{'street': '42886 Gina Streets Suite 451', 'city': 'Evansview', 'state': 'TN', 'zip': '87848', 'country': 'USA'}","['Azure', 'GCP', 'Python']"
894,Wanda,Scott,amanda68@example.com,(247)997-0908,2019-07-01,Marketing Manager,Marketing,87189,32.0,"{'street': '9724 Marissa Plaza Suite 064', 'city': 'South Lucas', 'state': 'TN', 'zip': '55049', 'country': 'USA'}","['GCP', 'Spark']"
895,Mark,Thomas,jamespatterson@example.com,(350)918-3181x6335,2018-01-15,Account Executive,Sales,89133,34.0,"{'street': '1030 Margaret Route', 'city': 'Clarkside', 'state': 'ID', 'zip': '51671', 'country': 'USA'}","['Docker', 'Kubernetes', 'Tableau', 'Java']"
896,Elizabeth,Ramos,ucurtis@example.org,+1-954-338-4601x9394,2025-02-23,SEO Specialist,Marketing,78556,33.0,"{'street': '917 Jill Cliffs', 'city': 'Heiditon', 'state': 'VA', 'zip': '16141', 'country': 'USA'}","['PowerBI', 'Kubernetes', 'Azure']"
897,Joshua,Turner,morgan64@example.net,623.804.5574x400,2018-03-13,Support Manager,Customer Support,83631,50.0,"{'street': '258 Karen Landing Apt. 166', 'city': 'Johnsonmouth', 'state': 'FM', 'zip': '31814', 'country': 'USA'}","['R', 'Hadoop', 'Scala', 'PowerBI', 'Tableau']"
898,Cynthia,Flores,shieldsgregory@example.com,(387)318-7667,2017-01-30,Support Agent,Customer Support,87677,12.0,"{'street': '322 Bailey Prairie Apt. 011', 'city': 'Jeffreyhaven', 'state': 'LA', 'zip': '28120', 'country': 'USA'}","['Hadoop', 'PowerBI', 'Scala', 'GCP', 'Spark']"
899,Jimmy,Spence,lindseyrodriguez@example.org,+1-721-918-8499x571,2019-01-28,Engineering Manager,Engineering,112669,5.0,"{'street': '1016 Lindsey Meadow', 'city': 'Frederickton', 'state': 'MD', 'zip': '80563', 'country': 'USA'}","['R', 'GCP', 'AWS', 'PowerBI']"
900,Ryan,Adams,laurahood@example.com,285.329.0862,2019-05-28,Customer Experience,Customer Support,77491,31.0,"{'street': '30485 Amy Islands Suite 525', 'city': 'Jackfort', 'state': 'PR', 'zip': '44028', 'country': 'USA'}","['Hadoop', 'Scala', 'Spark', 'Docker', 'Excel']"
901,Kerri,Harper,sheila67@example.org,(475)237-8796x198,2018-02-04,Sales Manager,Sales,90568,18.0,"{'street': '4739 Wright Mews Apt. 478', 'city': 'Johnhaven', 'state': 'CA', 'zip': '66029', 'country': 'USA'}","['Kubernetes', 'Excel', 'Docker']"
902,Jonathan,Benson,ahaynes@example.com,(646)480-1861x307,2019-07-26,Business Development,Sales,101104,12.0,"{'street': '6375 Walker Shoals Suite 087', 'city': 'West Davidland', 'state': 'NV', 'zip': '09232', 'country': 'USA'}","['Docker', 'Tableau', 'Scala', 'AWS', 'Hadoop']"
903,Alexander,Garcia,ralexander@example.com,329.482.1993,2023-09-17,Technical Support,Customer Support,64112,39.0,"{'street': '56395 Sandra Road Apt. 255', 'city': 'Toddhaven', 'state': 'NM', 'zip': '68244', 'country': 'USA'}","['Kubernetes', 'Docker', 'Hadoop', 'R']"
904,Joseph,Donaldson,darylallen@example.org,929-469-7732,2024-11-21,Software Engineer,Engineering,90834,48.0,"{'street': '4821 William Inlet', 'city': 'East Russellton', 'state': 'UT', 'zip': '22030', 'country': 'USA'}","['GCP', 'PowerBI', 'Excel', 'Hadoop']"
905,Brian,Miller,pattersonkimberly@example.net,001-451-508-8497,2015-06-15,Sales Manager,Sales,99899,2.0,"{'street': '4268 Suzanne Squares', 'city': 'Port Xavierview', 'state': 'AZ', 'zip': '25766', 'country': 'USA'}","['SQL', 'Java']"
906,David,Montoya,john91@example.com,001-212-401-3929x885,2024-09-02,COO,Operations,70613,43.0,"{'street': '377 Brian Shores', 'city': 'Allisonmouth', 'state': 'NV', 'zip': '67074', 'country': 'USA'}","['R', 'PowerBI', 'Python']"
907,Isabella,Jensen,aolson@example.com,(713)884-4267x8323,2024-02-13,Accountant,Finance,83196,30.0,"{'street': '2255 James Tunnel Suite 044', 'city': 'Joshuaville', 'state': 'DE', 'zip': '27735', 'country': 'USA'}","['Scala', 'SQL', 'GCP', 'Java', 'Tableau']"
908,Mark,Watkins,monica55@example.org,(561)728-2129x9771,2022-10-05,HR Coordinator,HR,71060,32.0,"{'street': '63244 Jenna Coves Suite 361', 'city': 'Beckberg', 'state': 'IA', 'zip': '75036', 'country': 'USA'}","['Kubernetes', 'Java', 'Docker', 'Azure', 'AWS']"
909,Tracy,Thompson,flemingjustin@example.org,6985403214,2020-04-26,Recruiter,HR,73202,36.0,"{'street': '4382 Jeremy Summit Apt. 392', 'city': 'West Jeffrey', 'state': 'NJ', 'zip': '93000', 'country': 'USA'}","['PowerBI', 'Hadoop']"
910,Molly,Johnson,moniqueodom@example.net,(202)935-5953,2015-05-29,IT Support,IT,113512,6.0,"{'street': '8673 Mcdaniel Square Suite 186', 'city': 'Flynnview', 'state': 'MO', 'zip': '86070', 'country': 'USA'}","['Tableau', 'PowerBI', 'Docker', 'Python']"
911,Paul,Alvarado,michaelwood@example.net,+1-583-453-0493,2024-12-11,Operations Manager,Operations,78510,24.0,"{'street': '00985 Joyce Ville', 'city': 'Lake Nathanfort', 'state': 'GA', 'zip': '46134', 'country': 'USA'}","['Excel', 'AWS', 'SQL', 'Java']"
912,Desiree,Johnson,deborahmckenzie@example.net,734-381-8571x57840,2019-01-24,Auditor,Finance,103560,28.0,"{'street': '1648 Ortiz Prairie Suite 928', 'city': 'West Jessica', 'state': 'CA', 'zip': '30988', 'country': 'USA'}","['Azure', 'AWS', 'PowerBI']"
913,Brian,Adkins,deborah30@example.net,383-361-6902,2021-05-26,Project Manager,Operations,74613,32.0,"{'street': '393 Simmons Flat Suite 062', 'city': 'East Davidtown', 'state': 'GA', 'zip': '80445', 'country': 'USA'}","['Python', 'Hadoop', 'Tableau', 'Kubernetes', 'Docker']"
914,Russell,Lopez,brandonkey@example.com,434-526-9482x64651,2021-10-03,Sales Analyst,Sales,91244,48.0,"{'street': '93670 Emily Centers', 'city': 'North Mark', 'state': 'NY', 'zip': '91077', 'country': 'USA'}","['SQL', 'Python', 'Spark', 'Excel']"
915,Danny,Parker,kdickerson@example.net,001-462-200-9398x01548,2015-11-22,HR Coordinator,HR,92782,25.0,"{'street': '4893 Alex Springs', 'city': 'Bryantberg', 'state': 'IN', 'zip': '83537', 'country': 'USA'}","['PowerBI', 'Excel', 'Spark', 'Java']"
916,Robert,Bradley,pottskyle@example.net,414-382-0902x34498,2017-04-13,Network Engineer,IT,118794,50.0,"{'street': '048 Angela Walk Apt. 814', 'city': 'Mcclurehaven', 'state': 'GA', 'zip': '44485', 'country': 'USA'}","['AWS', 'Hadoop', 'Azure']"
917,James,Hanna,thomas93@example.net,(601)917-9249x3788,2020-08-22,Data Scientist,Engineering,92807,31.0,"{'street': '39099 Amber Union Apt. 801', 'city': 'Craigside', 'state': 'KS', 'zip': '06283', 'country': 'USA'}","['Kubernetes', 'Tableau']"
918,Joseph,Hughes,tyler69@example.org,(724)861-0038,2022-03-31,HR Manager,HR,83018,1.0,"{'street': '13690 Russell Oval', 'city': 'West Sharimouth', 'state': 'WI', 'zip': '81525', 'country': 'USA'}","['PowerBI', 'Python', 'GCP']"
919,Darren,Hebert,hebertdavid@example.com,774-506-2454,2018-02-11,Sales Representative,Sales,90740,27.0,"{'street': '34052 Harmon Ridges Apt. 275', 'city': 'Richardborough', 'state': 'FL', 'zip': '92418', 'country': 'USA'}","['Kubernetes', 'Python', 'Docker', 'R']"
920,Lawrence,Pugh,matthewchavez@example.com,001-376-709-1221x3157,2016-01-27,Sales Representative,Sales,101639,18.0,"{'street': '49598 Robert Mills Apt. 255', 'city': 'Sharpton', 'state': 'WY', 'zip': '32637', 'country': 'USA'}","['AWS', 'Excel', 'GCP', 'PowerBI']"
921,Roger,Smith,jessica86@example.com,001-779-671-4001,2020-06-05,Finance Manager,Finance,98278,7.0,"{'street': '327 Eric Neck Suite 244', 'city': 'Port Tiffany', 'state': 'AZ', 'zip': '77652', 'country': 'USA'}","['Docker', 'AWS']"
922,Linda,Moore,morgan52@example.net,+1-333-282-1313x3385,2022-12-09,Business Analyst,Operations,78245,35.0,"{'street': '5939 Brown Springs', 'city': 'Brianstad', 'state': 'GU', 'zip': '82233', 'country': 'USA'}","['Tableau', 'Java']"
923,Christopher,George,fstevens@example.net,378-938-7777,2019-06-08,Accountant,Finance,107706,11.0,"{'street': '145 James Points Suite 252', 'city': 'Brittneyborough', 'state': 'KY', 'zip': '47607', 'country': 'USA'}","['Hadoop', 'Python']"
924,Phyllis,Ball,haleydaniel@example.com,(760)847-3700,2024-12-27,Data Scientist,Engineering,99478,13.0,"{'street': '204 Cox Club Suite 581', 'city': 'Thomashaven', 'state': 'GU', 'zip': '20720', 'country': 'USA'}","['Scala', 'R']"
925,Juan,Silva,bondshawn@example.net,832-615-1767,2017-08-12,Customer Experience,Customer Support,73123,27.0,"{'street': '8964 Michael Branch Suite 845', 'city': 'Lake Krystal', 'state': 'NJ', 'zip': '25867', 'country': 'USA'}","['R', 'Docker', 'Hadoop', 'Python', 'Excel']"
926,Bernard,Potts,cfrancis@example.net,(232)462-3551,2020-02-08,SEO Specialist,Marketing,88996,6.0,"{'street': '174 Pace Valleys', 'city': 'Woodmouth', 'state': 'AS', 'zip': '48128', 'country': 'USA'}","['Python', 'Java', 'PowerBI', 'Scala', 'SQL']"
927,Susan,Woods,mendozaanthony@example.com,9375459627,2020-12-27,Recruiter,HR,82414,28.0,"{'street': '90765 Mckinney Run Apt. 214', 'city': 'New Nathanfurt', 'state': 'MP', 'zip': '90622', 'country': 'USA'}","['R', 'SQL', 'Docker', 'Excel']"
928,Michael,Owens,abbottphilip@example.com,862.280.4072x7545,2023-06-02,HR Coordinator,HR,74454,17.0,"{'street': '4286 Johnson Via', 'city': 'New Mariechester', 'state': 'PW', 'zip': '81017', 'country': 'USA'}","['Spark', 'GCP', 'AWS', 'Tableau']"
929,Omar,Andrade,christopher53@example.net,+1-479-510-7574x62374,2019-10-29,Sales Representative,Sales,90472,23.0,"{'street': '86665 Colleen Ports', 'city': 'Darlenefort', 'state': 'LA', 'zip': '29547', 'country': 'USA'}","['Excel', 'Azure', 'GCP', 'Python']"
930,Michelle,Rodriguez,amandasalazar@example.com,+1-783-229-0026x589,2025-04-15,Sales Analyst,Sales,74618,31.0,"{'street': '40511 Jennifer Parkway', 'city': 'New Brandy', 'state': 'IA', 'zip': '17730', 'country': 'USA'}","['SQL', 'PowerBI', 'Python']"
931,Jennifer,Hart,jeffreyjohnson@example.net,877.255.1319x167,2017-11-05,Account Executive,Sales,106964,4.0,"{'street': '9273 Cochran Greens Suite 920', 'city': 'Copelandburgh', 'state': 'WA', 'zip': '59644', 'country': 'USA'}","['GCP', 'SQL']"
932,Cathy,Taylor,hillcameron@example.com,898.447.0217x93531,2016-08-26,Security Specialist,IT,110948,37.0,"{'street': '01834 Laura Grove Suite 197', 'city': 'Christopherfurt', 'state': 'DE', 'zip': '43804', 'country': 'USA'}","['Azure', 'Scala', 'GCP', 'SQL']"
933,Denise,Williams,fordchristina@example.com,001-977-714-1157x8065,2021-08-11,Business Analyst,Operations,73246,2.0,"{'street': '52691 Woodard Islands', 'city': 'New Stevenstad', 'state': 'SD', 'zip': '92683', 'country': 'USA'}","['Azure', 'PowerBI', 'AWS', 'Hadoop', 'R']"
934,Michelle,Jefferson,terri27@example.com,+1-909-462-1042x12145,2019-02-17,Recruiter,HR,77316,7.0,"{'street': '02717 Robert Shores', 'city': 'Rodriguezport', 'state': 'GA', 'zip': '47475', 'country': 'USA'}","['Hadoop', 'Java', 'SQL', 'Tableau']"
935,Brandi,Young,brandonmontoya@example.com,001-821-801-7593x7809,2020-03-10,Customer Experience,Customer Support,81928,32.0,"{'street': '212 Arnold Islands', 'city': 'Sandrabury', 'state': 'OR', 'zip': '88504', 'country': 'USA'}","['Azure', 'Spark', 'Java']"
936,Rebecca,Oconnor,kingelizabeth@example.net,684-931-6870x99509,2022-12-27,System Administrator,IT,98115,33.0,"{'street': '5605 Copeland Glens Apt. 723', 'city': 'East Brent', 'state': 'NV', 'zip': '92757', 'country': 'USA'}","['Spark', 'Hadoop']"
937,Jorge,Taylor,hernandezlaura@example.org,650.465.0521x216,2019-01-19,Sales Representative,Sales,88966,33.0,"{'street': '741 James Unions', 'city': 'Baileyport', 'state': 'TX', 'zip': '65480', 'country': 'USA'}","['Spark', 'Azure', 'SQL', 'Excel', 'Java']"
938,Troy,Hicks,murrayhannah@example.com,824.497.2323,2019-03-27,Account Executive,Sales,97892,9.0,"{'street': '764 Soto Camp', 'city': 'Carneytown', 'state': 'FL', 'zip': '19991', 'country': 'USA'}","['R', 'Hadoop']"
939,Sandra,Johnson,dukesharon@example.com,2143708383,2021-01-23,Content Creator,Marketing,89590,34.0,"{'street': '643 Jenny Villages', 'city': 'Danaport', 'state': 'MO', 'zip': '56008', 'country': 'USA'}","['Python', 'Docker', 'Kubernetes', 'AWS', 'Java']"
940,Cameron,Stewart,tblake@example.org,+1-697-564-9441x005,2021-02-10,Auditor,Finance,96536,31.0,"{'street': '328 Amber Street Apt. 814', 'city': 'East Stephanieburgh', 'state': 'NJ', 'zip': '03182', 'country': 'USA'}","['Scala', 'Docker', 'Tableau', 'Azure']"
941,Timothy,Richards,amorris@example.org,984-304-2543,2018-10-09,Technical Support,Customer Support,78764,36.0,"{'street': '779 Fowler Ranch Suite 979', 'city': 'Ortizland', 'state': 'GU', 'zip': '15188', 'country': 'USA'}","['AWS', 'GCP', 'Kubernetes', 'Docker', 'Python']"
942,Jeff,Thompson,krobbins@example.org,001-326-629-8736,2018-08-14,Account Executive,Sales,88322,42.0,"{'street': '877 Phillip Circles', 'city': 'East Joshuaburgh', 'state': 'NM', 'zip': '32694', 'country': 'USA'}","['Python', 'Docker', 'Tableau', 'R', 'PowerBI']"
943,Corey,Williams,eric46@example.org,7884830997,2016-10-02,Data Scientist,Engineering,106103,10.0,"{'street': '7938 Paul Views Apt. 927', 'city': 'Lake Teresa', 'state': 'NY', 'zip': '44341', 'country': 'USA'}","['Docker', 'Excel']"
944,Kimberly,Smith,huntervalerie@example.com,628-371-6087,2025-02-22,HR Manager,HR,72208,50.0,"{'street': '7282 Wallace Coves', 'city': 'Skinnerborough', 'state': 'PR', 'zip': '49184', 'country': 'USA'}","['Azure', 'Python', 'SQL']"
945,Paul,Hamilton,hudsonjohn@example.com,001-882-449-8938,2018-03-13,Customer Experience,Customer Support,79569,2.0,"{'street': '46138 Chris Rue Apt. 189', 'city': 'New Lawrenceport', 'state': 'VI', 'zip': '34295', 'country': 'USA'}","['Java', 'Azure', 'PowerBI', 'GCP']"
946,Paula,Cowan,brittany52@example.org,8563450705,2024-04-28,QA Engineer,Engineering,87444,47.0,"{'street': '21058 Shannon Locks Apt. 147', 'city': 'Simonborough', 'state': 'CT', 'zip': '91862', 'country': 'USA'}","['Scala', 'Docker', 'R', 'Azure']"
947,Samantha,Simon,robinsonjanet@example.org,(242)575-2198x349,2017-03-12,Recruiter,HR,88027,12.0,"{'street': '3373 Vincent Mills', 'city': 'Lake Emily', 'state': 'IN', 'zip': '72906', 'country': 'USA'}","['Hadoop', 'PowerBI', 'Spark', 'Kubernetes', 'GCP']"
948,Tina,Arnold,murraykatherine@example.org,001-623-268-3353,2021-11-02,HR Manager,HR,80518,14.0,"{'street': '36884 Buckley Grove', 'city': 'Natalieport', 'state': 'MN', 'zip': '62315', 'country': 'USA'}","['R', 'GCP']"
949,Leslie,Contreras,jennifer81@example.com,+1-470-628-7551x5465,2017-12-05,Financial Analyst,Finance,109496,33.0,"{'street': '113 Flowers Locks Apt. 464', 'city': 'Keymouth', 'state': 'AL', 'zip': '61518', 'country': 'USA'}","['AWS', 'Java', 'Excel', 'Hadoop', 'Python']"
950,Jennifer,Elliott,gmoran@example.net,+1-988-375-0513,2021-10-16,IT Manager,IT,91408,11.0,"{'street': '09432 Miranda Dam Suite 373', 'city': 'Martinland', 'state': 'ME', 'zip': '60189', 'country': 'USA'}","['Spark', 'Kubernetes', 'Docker', 'R', 'Scala']"
951,Julia,Nguyen,canderson@example.org,9032538615,2024-07-18,Customer Success,Customer Support,69326,42.0,"{'street': '6032 Terry Drive Suite 996', 'city': 'Hollandbury', 'state': 'MO', 'zip': '06593', 'country': 'USA'}","['Docker', 'PowerBI', 'Python', 'Hadoop']"
952,Richard,Strickland,bking@example.com,001-669-282-2599x54124,2019-08-07,Accountant,Finance,106020,8.0,"{'street': '64270 Mason Falls Apt. 642', 'city': 'North Wayne', 'state': 'DC', 'zip': '37483', 'country': 'USA'}","['Scala', 'Tableau']"
953,Stacey,Perez,jeremyalvarez@example.com,+1-297-454-4022x172,2021-07-06,Sales Analyst,Sales,97830,40.0,"{'street': '909 Katie Flats Suite 426', 'city': 'Reginaldport', 'state': 'SD', 'zip': '82705', 'country': 'USA'}","['Azure', 'AWS', 'Docker', 'Tableau']"
954,Ashley,Hancock,leejason@example.net,(952)926-0598x0451,2021-01-03,Operations Analyst,Operations,74647,17.0,"{'street': '318 Salazar Walks', 'city': 'Vanessamouth', 'state': 'KY', 'zip': '86466', 'country': 'USA'}","['Excel', 'SQL']"
955,Danny,Jackson,cparks@example.net,854.429.4959,2019-04-21,QA Engineer,Engineering,102844,28.0,"{'street': '33325 Austin Isle Suite 831', 'city': 'Moorechester', 'state': 'MN', 'zip': '97026', 'country': 'USA'}","['Spark', 'PowerBI', 'Python']"
956,Bobby,Mitchell,leahjones@example.org,2537986950,2020-06-25,Customer Success,Customer Support,81384,9.0,"{'street': '857 Richard Harbors Apt. 899', 'city': 'Fullerstad', 'state': 'NH', 'zip': '23052', 'country': 'USA'}","['Spark', 'PowerBI', 'Scala', 'Java']"
957,Virginia,Gordon,johnssamantha@example.net,749-464-6335,2023-05-09,Sales Representative,Sales,92454,36.0,"{'street': '921 Richardson Drive Suite 557', 'city': 'Wilsonfort', 'state': 'MA', 'zip': '14491', 'country': 'USA'}","['GCP', 'Kubernetes', 'Azure']"
958,Howard,Johnson,phess@example.org,001-389-523-7154x72509,2016-08-31,System Administrator,IT,107593,34.0,"{'street': '26711 Joshua Roads Suite 667', 'city': 'Port Matthew', 'state': 'MS', 'zip': '36692', 'country': 'USA'}","['PowerBI', 'Excel', 'Docker', 'Scala']"
959,Kristen,Long,sgarner@example.net,+1-611-329-3317,2021-05-27,DevOps Engineer,Engineering,94050,34.0,"{'street': '2559 Christopher Plaza', 'city': 'Melendezport', 'state': 'NM', 'zip': '28428', 'country': 'USA'}","['Python', 'Spark', 'GCP', 'Azure']"
960,Carly,Gallegos,daniellemitchell@example.com,001-807-568-2463x0699,2022-06-30,Support Agent,Customer Support,70312,38.0,"{'street': '36354 Lisa Islands', 'city': 'Lake Charles', 'state': 'DC', 'zip': '47425', 'country': 'USA'}","['Kubernetes', 'Hadoop', 'Spark']"
961,Jonathan,Alexander,evansryan@example.com,980-265-1879x840,2021-07-24,Sales Manager,Sales,96217,19.0,"{'street': '069 Morgan Way Apt. 372', 'city': 'Millertown', 'state': 'MA', 'zip': '35917', 'country': 'USA'}","['Spark', 'R', 'PowerBI', 'Excel', 'Tableau']"
962,Carol,Pope,antoniogeorge@example.net,001-257-833-5608x2321,2022-03-11,Operations Analyst,Operations,86767,27.0,"{'street': '52649 Jennifer Burgs Apt. 324', 'city': 'Smithmouth', 'state': 'MP', 'zip': '64710', 'country': 'USA'}","['SQL', 'Excel']"
963,Kristen,Bullock,mary49@example.org,298.404.7987,2024-11-13,HR Manager,HR,72239,21.0,"{'street': '0564 Justin Ports Suite 560', 'city': 'East Tamarabury', 'state': 'OK', 'zip': '40227', 'country': 'USA'}","['Python', 'GCP']"
